395.28	1518.75
396.58	1483.54
397.88	1455.58
399.18	1432.95
400.49	1414.37
401.8	1394.19
403.1	1379.73
404.4	1367.09
405.7	1348.54
407.02	1334.54
408.32	1327.14
409.62	1324.06
410.92	1317.73
412.24	1304.26
413.54	1298.56
414.84	1299.45
416.15	1300.35
417.46	1294.21
418.76	1287.25
420.07	1288.16
421.38	1292.38
422.68	1295.01
423.98	1297
425.3	1299.39
426.6	1296.52
427.91	1292.65
429.22	1292.49
430.52	1293.46
431.83	1292.57
433.14	1287.01
434.44	1282.22
435.76	1281.61
437.06	1280.62
438.37	1282.38
439.68	1278.19
440.98	1269.52
442.3	1259.23
443.6	1252.08
444.91	1246.99
446.22	1243.71
447.53	1241.46
448.84	1243.35
450.15	1249.98
451.46	1261.46
452.76	1277.11
454.08	1294.33
455.38	1311.95
456.7	1328.55
458	1340.98
459.32	1349.83
460.63	1359.85
461.94	1368.46
463.25	1379.94
464.56	1393.36
465.87	1400.31
467.18	1408.73
468.49	1417.69
469.8	1428.15
471.12	1440.5
472.42	1452.01
473.74	1460.03
475.05	1465.53
476.36	1468.18
477.68	1472.91
478.99	1480.19
480.3	1486.41
481.61	1492.05
482.92	1499.01
484.24	1502.6
485.55	1506.88
486.86	1510.9
488.18	1515.51
489.49	1522.88
490.8	1530.19
492.12	1538.42
493.43	1547.4
494.74	1552.83
496.06	1558.66
497.37	1566.53
498.69	1575.13
500	1585.88
501.32	1600.58
502.63	1618.05
503.94	1637.84
505.26	1657.85
506.58	1680.1
507.89	1709.13
509.2	1739.95
510.52	1773.98
511.84	1814.66
513.15	1855.42
514.47	1896.29
515.79	1935.48
517.1	1976.01
518.42	2020.37
519.73	2063.07
521.05	2104.54
522.37	2152.34
523.68	2203.98
525	2252.21
526.32	2293.76
527.64	2334.12
528.95	2378.86
530.27	2425.07
531.59	2467.79
532.9	2507.48
534.22	2550.58
535.54	2593.97
536.86	2632.41
538.18	2668.03
539.5	2707.48
540.81	2752.28
542.13	2792.26
543.45	2828.28
544.77	2868.74
546.09	2912.42
547.41	2955.62
548.73	2998.74
550.05	3041.6
551.37	3091.98
552.69	3137.25
554.01	3169.13
555.33	3199.99
556.65	3231.17
557.97	3259.82
559.29	3286.13
560.61	3313.25
561.93	3346.75
563.25	3380.85
564.57	3404.43
565.89	3425.76
567.21	3452.12
568.54	3477.3
569.86	3501.08
571.18	3521.16
572.5	3547.31
573.82	3582.5
575.14	3606.41
576.47	3625.17
577.79	3652.53
579.11	3677.65
580.43	3696.66
581.76	3716.14
583.08	3735.47
584.4	3762.58
585.73	3786.77
587.05	3800.71
588.37	3825.58
589.7	3856.44
591.02	3892.5
592.34	3926.84
593.67	3959.43
594.99	3998.35
596.32	4041.25
597.64	4068.06
598.96	4088.1
600.29	4118.91
601.62	4146.89
602.94	4161.5
604.26	4175.55
605.59	4197.79
606.92	4224.59
608.24	4229.95
609.57	4228.07
610.89	4233.44
612.22	4235.96
613.54	4232.31
614.87	4228.68
616.19	4233.78
617.52	4255.82
618.85	4275.26
620.17	4284.04
621.5	4305.38
622.83	4331.95
624.16	4348.12
625.48	4361.71
626.81	4377.99
628.14	4397.96
629.46	4413.15
630.79	4419.82
632.12	4419.12
633.45	4423.01
634.78	4417.79
636.1	4398.29
637.43	4366.92
638.76	4333.38
640.09	4306.49
641.42	4265.63
642.75	4217.74
644.08	4180.81
645.4	4146.2
646.74	4102.53
648.07	4060.53
649.4	4018.06
650.72	3987.7
652.06	3952.77
653.38	3910.96
654.71	3875.77
656.04	3844.15
657.38	3805.36
658.7	3762.08
660.04	3708.54
661.36	3660.99
662.7	3611.68
664.03	3547.66
665.36	3485.95
666.69	3429.91
668.03	3370.82
669.36	3313.59
670.68	3262.74
672.02	3219.82
673.35	3188.92
674.68	3157.79
676.02	3128.59
677.34	3106.95
678.68	3090.17
680.02	3075.64
681.34	3069.51
682.68	3071.67
684.01	3089.54
685.34	3125.24
686.68	3177.71
688.01	3248
689.34	3328
690.68	3411.89
692.02	3504.11
693.34	3597.01
694.68	3682.45
696.02	3766.61
697.35	3849.81
698.68	3927.81
700.02	4005.4
701.36	4072.42
702.68	4130.77
704.03	4190.97
705.36	4242.44
706.7	4290.24
708.03	4338.74
709.36	4381.71
710.7	4429.83
712.04	4478.85
713.38	4524.02
714.71	4571.72
716.04	4620.66
717.38	4669.56
718.71	4726.08
720.06	4775.18
721.4	4824.34
722.72	4874.84
724.06	4922.84
725.4	4972.87
726.74	5020.06
728.08	5056.27
729.42	5104.15
730.76	5153.7
732.1	5200.03
733.43	5248.33
734.76	5289.86
736.1	5327.25
737.44	5368.34
738.79	5406.36
740.12	5445.05
741.46	5478.72
742.8	5505.97
744.14	5535.85
745.47	5562.72
746.82	5576.01
748.16	5592.9
749.5	5603.83
750.84	5611.81
752.18	5622.67
753.52	5630.54
754.86	5641.85
756.2	5653.39
757.54	5654.06
758.88	5654.12
760.21	5680.15
761.56	5694.6
762.9	5705.07
764.24	5727.73
765.58	5741.33
766.92	5761.68
768.26	5776.92
769.6	5794.84
770.95	5817.69
772.3	5837.88
773.64	5857.46
774.97	5875.47
776.32	5889.36
777.66	5906.38
779	5934.73
780.34	5952.44
781.69	5965.26
783.04	5980.14
784.38	5996.38
785.71	6012.37
787.06	6023.85
788.4	6032.91
789.75	6036.64
791.1	6033.96
792.44	6035.28
793.79	6027.68
795.12	6015.06
796.47	6011.12
797.82	6000.86
799.16	5980.98
800.5	5971.25
801.85	5960.87
803.2	5943.16
804.54	5931.98
805.88	5921.38
807.23	5916.36
808.58	5915.43
809.92	5911.96
811.26	5921.9
812.62	5925.94
813.96	5931.82
815.3	5942.04
816.66	5942.19
818	5945.41
819.34	5954.37
820.7	5956.92
822.04	5955.99
823.38	5966.38
824.74	5964.73
826.08	5967.2
827.42	5964.68
828.78	5955.57
830.12	5946.88
831.47	5941.02
832.82	5924.81
834.16	5910.94
835.52	5898.13
836.86	5887.61
838.21	5876.49
839.56	5861.36
840.91	5851.46
842.26	5850.34
843.61	5848.05
844.96	5843.98
846.3	5837.09
847.66	5832.91
849	5837.5
850.36	5838.79
851.7	5837.95
853.06	5838.53
854.4	5841.49
855.76	5855.98
857.1	5867.86
858.46	5880.41
859.81	5896.24
861.16	5917.44
862.51	5933.49
863.86	5954.79
865.21	5982.14
866.56	6013.94
867.92	6054.45
869.26	6093.27
870.62	6125.52
871.97	6169.79
873.32	6212.14
874.68	6250.85
876.03	6300.65
877.38	6340.32
878.73	6388.42
880.08	6433.84
881.44	6479.15
882.79	6526.19
884.14	6570.39
885.5	6614.16
886.85	6654.72
888.2	6681.35
889.56	6715.03
890.91	6751.81
892.26	6772.16
893.62	6800.46
894.97	6831.05
896.33	6847.39
897.68	6869.23
899.04	6892.51
900.39	6904.46
901.74	6929.17
903.1	6940.31
904.46	6951.17
905.81	6971.51
907.17	6989.91
908.52	7012.97
909.88	7029.5
911.23	7046.81
912.59	7065.97
913.94	7077.26
915.3	7099.52
916.66	7117.38
918.02	7134.55
919.37	7148.5
920.73	7164.01
922.08	7174.66
923.44	7186.37
924.8	7202.03
926.16	7202.16
927.51	7206.23
928.87	7217.64
930.23	7232.88
931.59	7239.15
932.94	7245.2
934.3	7280.08
935.66	7288.29
937.02	7294.38
938.38	7304.66
939.74	7305.68
941.1	7313.28
942.45	7326.11
943.81	7340.85
945.17	7346.67
946.53	7361.35
947.89	7379.58
949.25	7409.22
950.61	7422.48
951.97	7453.6
953.33	7453.72
954.69	7470.04
956.05	7450.2
957.41	7421.54
958.77	7391.16
960.13	7353.35
961.49	7327.83
962.85	7301.44
964.21	7289.05
965.58	7283.83
966.94	7297.24
968.3	7349.94
969.66	7448.89
971.02	7597.18
972.38	7772.74
973.74	7960.58
975.11	8151.05
976.47	8321.22
977.83	8515.08
979.2	8723.79
980.56	8898.7
981.92	9082.68
983.28	9244.47
984.65	9400.23
986.01	9524.41
987.37	9624.63
988.74	9707.97
990.1	9779.67
991.46	9845.7
992.83	9887.65
994.19	9916.82
995.56	9940.62
996.92	9956.23
998.29	9964.97
999.65	9972.74
1001.01	9978.38
1002.38	9982.98
1003.74	9986.74
1005.11	9989.87
1006.47	9992.37
1007.84	9994.18
1009.2	9995.82
1010.57	9996.77
